     71/99     6.38G   0.02047  0.002459         0   0.02293         8       320    0.9403    0.8883    0.9493    0.6662   0.03834   0.01069         0
     72/99     6.38G    0.0203  0.002491         0   0.02279        17       320    0.9232    0.9033    0.9487    0.6653   0.03834   0.01072         0
     73/99     6.38G   0.02039  0.002488         0   0.02287        14       320     0.933    0.8941    0.9485    0.6651    0.0383   0.01075         0
     74/99     6.38G    0.0203  0.002477         0   0.02278        14       320    0.9226    0.9044    0.9479    0.6648   0.03827   0.01077         0
     75/99     6.38G   0.02014   0.00242         0   0.02256        19       320    0.9331    0.8938    0.9471    0.6645   0.03827    0.0108         0
     76/99     6.38G   0.02002  0.002442         0   0.02246        13       320    0.9361    0.8919     0.947    0.6647   0.03824   0.01082         0
     77/99     6.38G   0.01993  0.002443         0   0.02237        14       320    0.9349    0.8941    0.9468    0.6649   0.03822   0.01084         0
     78/99     6.38G   0.01978  0.002397         0   0.02217         6       320    0.9362     0.893    0.9466    0.6652    0.0382   0.01086         0
     79/99     6.38G   0.01981  0.002399         0   0.02221        12       320    0.9352    0.8945     0.946    0.6654    0.0382   0.01088         0
     80/99     6.38G   0.01963  0.002393         0   0.02202        10       320    0.9353    0.8949    0.9462    0.6656   0.03819   0.01091         0
     81/99     6.38G   0.01963  0.002372         0     0.022         8       320    0.9333    0.8974    0.9462    0.6656   0.03818   0.01094         0
     82/99     6.38G   0.01941  0.002354         0   0.02176        12       320    0.9354    0.8971    0.9462    0.6649   0.03815   0.01097         0
     83/99     6.38G   0.01936  0.002353         0   0.02171         4       320    0.9354    0.8967    0.9463    0.6648   0.03814     0.011         0
     84/99     6.38G   0.01925  0.002323         0   0.02158        16       320    0.9312       0.9    0.9458    0.6644   0.03817   0.01102         0
     85/99     6.38G   0.01923  0.002326         0   0.02155        13       320    0.9341    0.8981    0.9459    0.6645   0.03819   0.01105         0
     86/99     6.38G   0.01907   0.00231         0   0.02138        11       320    0.9341    0.8993    0.9457    0.6639    0.0382   0.01108         0
     87/99     6.38G   0.01911  0.002318         0   0.02143        12       320    0.9337    0.8978    0.9452    0.6638   0.03821   0.01111         0
     88/99     6.38G   0.01897  0.002304         0   0.02127        12       320    0.9339    0.8963    0.9436    0.6633   0.03823   0.01114         0
     89/99     6.38G   0.01891  0.002303         0   0.02121         7       320    0.9337    0.8974    0.9438    0.6628   0.03824   0.01117         0
     90/99     6.38G   0.01886  0.002301         0   0.02116        12       320    0.9309    0.8985    0.9424    0.6623   0.03824    0.0112         0
     91/99     6.38G   0.01886  0.002291         0   0.02115        10       320    0.9323    0.8985    0.9428    0.6618   0.03825   0.01123         0
     92/99     6.38G   0.01875  0.002289         0   0.02104         9       320    0.9283    0.9014    0.9424    0.6614   0.03829   0.01125         0
     93/99     6.38G   0.01866  0.002264         0   0.02092         9       320    0.9315    0.8978    0.9421    0.6608   0.03831   0.01128         0
     94/99     6.38G   0.01866  0.002265         0   0.02093        15       320    0.9312     0.898    0.9412    0.6602   0.03832   0.01131         0
     95/99     6.38G   0.01849   0.00225         0   0.02074        13       320    0.9319    0.8974    0.9411    0.6599   0.03833   0.01134         0
     96/99     6.38G   0.01851  0.002237         0   0.02075         6       320    0.9315    0.8974    0.9408    0.6594   0.03831   0.01138         0
     97/99     6.38G   0.01842  0.002259         0   0.02068        20       320    0.9314    0.8967    0.9407    0.6588   0.03832   0.01141         0
     98/99     6.38G    0.0184  0.002232         0   0.02063        13       320    0.9272    0.9002    0.9405    0.6582    0.0383   0.01144         0
     99/99     6.38G   0.01837  0.002244         0   0.02062        13       320    0.9289    0.8996      0.94    0.6571    0.0383   0.01148         0
